标题,小区,区域,总价,单价,户型,面积,朝向,装修,楼层,楼层数,建筑
新小区，房子保持很好，诚心出售，价位可谈,际华西苑 ,黄雁村,115,"12,605",2室1厅,91.24平米,东 北 东北,其他,高,33,板塔结合
看房方便，精装修。视野开阔 环境幽雅,西雅图翡翠城 ,城西,93,"11,942",2室2厅,77.88平米,东,简装,中,26,塔楼
满三满二 位置优越 交通便利 可看到城墙,郦景豪庭 ,城东,76,"11,297",1室1厅,67.28平米,西,其他,高,32,板塔结合
小高层  精装四室  配套成熟,骊马豪城 ,南稍门,255,"15,042",4室2厅,169.53平米,南 北,其他,低,21,板楼
朱雀门外 建行家属院 双气 配套成熟 大两室,省建行朱雀路家属院 ,南稍门,135,"11,795",2室2厅,114.46平米,西北,简装,低,20,板塔结合
业主诚心出售，德福巷西区 三室 城墙里,德福巷 ,城内,68,"9,986",3室1厅,68.1平米,南,简装,高,6,暂无数据
"步行6号地铁10左右，生活设施齐全,西工大为邻",御溪书院 ,城西,115,"14,133",2室1厅,81.37平米,西 南,其他,中,31,塔楼
长乐门精装修4室，中间楼层，诚心出售,世贸大厦 ,城东,145,"10,244",4室2厅,141.55平米,南 北,其他,中,7,板楼
南稍门地铁口长安壹栋一室一厅精装双气、有证可按揭,长安壹栋 ,南稍门,60,"11,112",1室1厅,54平米,西,精装,3,33,塔楼
双地铁近大学南路满三满二户型方正采光好 诚心卖,东泰城市之光南区 ,黄雁村,200,"22,250",2室1厅,89.89平米,西南,精装,高,32,塔楼
楼层户型好 满三满二 采光无遮挡,中国通信建设第二工程局中院住宅区 ,黄雁村,126,"11,576",2室2厅,108.85平米,西南,简装,中,30,板塔结合
单价11000的电梯房你敢相信吗,际华东苑 ,南稍门,89,"10,558",2室1厅,84.3平米,东南,简装,中,26,塔楼
西铁南郊住宅西区中间楼层三室南北通透,西铁南郊住宅小区 ,城东,230,"25,728",3室1厅,89.4平米,南 北,精装,中,7,暂无数据
大学南路   东泰城市之光  精装两室   视野好 采光好,东泰城市之光北区 ,黄雁村,183,"23,537",2室2厅,77.75平米,北,精装,中,33,塔楼
永宁门地铁口 城墙边SKP旁 三室一厅 位置好 交通便利,宏信国际花园 ,南稍门,378,"28,886",4室2厅,130.86平米,南,其他,高,24,板塔结合
文艺北路 文昌门外电梯房 一室有证可见城墙 随时过户,敬业大厦 ,李家村,83,"12,487",1室2厅,66.47平米,西,精装,高,29,塔楼
交大 学府首座  三室两厅  明厨明卫 精装修 可按揭,学府首座 ,城东,240,"19,044",3室2厅,126.03平米,西南,其他,高,33,板塔结合
文艺路十字地铁口 双气入户 标准一室一厅 南向,泰华世纪新城1期 ,李家村,88,"13,648",1室1厅,64.48平米,南,简装,低,30,板塔结合
大差市地铁口，1室1厅，双气，好房出售,东仓巷19号院 ,城内,64.6,"10,053",2室1厅,64.26平米,南,其他,高,7,暂无数据
省体育场地铁口 次新房 全落地窗 大阳台,长安大街3号 ,南稍门,135,"17,022",2室1厅,79.31平米,南 北,其他,高,33,板塔结合
户型方正  近地铁口  交通方便,西安商贸旅游技师学院家属院 ,南稍门,55,"8,103",2室2厅,67.88平米,南 北,简装,高,7,平房
采光充足，出行便利，地理位置优越,金色城市 ,南稍门,69,"12,941",1室1厅,53.32平米,东,其他,中,31,板塔结合
李家村商圈 建东街 大华花园 全明户型,大华花园 ,李家村,155,"10,525",3室2厅,147.27平米,东 西 北,精装,高,22,板塔结合
地铁口 四五号线 万达广场 一栋临街小户型出售,李家村万达广场 ,李家村,50,"10,398",1室0厅,48.09平米,西,其他,中,29,板塔结合
建大旁 赛格旁 科技大学地铁口 诚心出售，小区不临街,新旅城上东 ,李家村,91,"13,870",2室1厅,65.61平米,东南,其他,高,33,平房
常春藤花园 2梯4户 明厨明卫 南北通透,常春藤花园北区 ,城东,195,"19,292",3室1厅,101.08平米,南 北,简装,中,32,板塔结合
文艺路十字 泰华世纪新城 朝南两室 精装,泰华世纪新城1期 ,李家村,130,"15,752",2室2厅,82.53平米,西南,其他,中,25,板塔结合
安东街南五院 一室一厅 低楼层 有证可按揭,安东街省建南五院 ,李家村,33,"9,544",1室1厅,34.58平米,南,其他,低,2,板楼
新旅城  朝南 两室  阳光房   中间楼层 证在手 可按揭,新旅城 ,李家村,155,"17,630",2室2厅,87.92平米,南,其他,高,32,板塔结合
李家村交大太乙路精装改善型3居室，双气，诚心出售,天宝国际壹号小区 ,城东,173.5,"13,217",3室2厅,131.28平米,东 南 西 北,精装,高,34,板塔结合
大社区，交通便利，医院商场生活配套齐全，,中国水利水电西北勘测设计研究院福利区 ,南稍门,50,"9,332",2室1厅,53.58平米,南,简装,高,7,暂无数据
东门六号线地铁口 户型方正 看房方便 朝向好,索罗巷95号院 ,城东,36,"7,043",2室1厅,51.12平米,东,其他,高,7,暂无数据
大学南路水文分校陪读好三室。可三世同堂。,水文巷1号 ,黄雁村,152,"12,569",3室2厅,120.94平米,东 西,其他,7,7,板楼
文艺路十字 泰华世纪新城 双气  86,泰华世纪新城1期 ,李家村,110,"13,891",2室2厅,79.19平米,东,简装,高,25,板塔结合
建大  新旅城 花园小区  两室 朝东 无遮挡 可按揭,新旅城 ,李家村,130,"16,328",2室2厅,79.62平米,东,其他,高,32,板塔结合
2号线体育场地铁口200米精装一室全配,长安大街3号 ,南稍门,69,"12,633",1室0厅,54.62平米,北,其他,中,31,板塔结合
二环内 新旅城  花园小区  两室 满三 满二 可按揭,新旅城 ,李家村,118,"15,359",2室1厅,76.83平米,东 北,简装,高,33,板塔结合
南稍门地铁口 草场坡 佳和苑 两室两厅两卫 户型方正,佳和苑 ,南稍门,119.5,"11,731",2室2厅,101.87平米,南,其他,高,7,暂无数据
新旅城 花园 小区  三室 西南 无遮挡 可按揭,新旅城 ,李家村,168,"15,387",3室2厅,109.19平米,西南,简装,高,33,板塔结合
音乐学院旁省体地铁口朝南大三室证在手产权清晰有钥匙,长安大街3号 ,南稍门,188,"15,859",3室2厅,118.55平米,西南,其他,高,33,板塔结合
朱雀门外 交通方便  户型好 无遮挡,陕建金牛集团金牛锅炉大厦 ,黄雁村,115,"8,915",2室2厅,129平米,南,其他,低,19,板塔结合
五号线地铁口  金色城市   1室0厅     西,金色城市 ,南稍门,67,"12,564",1室0厅,53.33平米,西,简装,低,31,板塔结合
文昌门外 2013年小区 一室开间 采光无遮挡,敬业大厦 ,李家村,75,"11,841",1室0厅,63.34平米,西,简装,低,29,塔楼
花园小区，绿化环境好 此房西南朝向，采光好配套完善,荣城 ,南稍门,154,"17,095",2室2厅,90.09平米,西南,精装,低,27,板塔结合
南门外，中间楼层小两室，首付低,大学东路33号院 ,南稍门,53,"9,581",2室1厅,55.32平米,南 北,简装,中,7,板楼
5号线文艺路地铁站 金色城市一室开间 可按揭,金色城市 ,南稍门,66,"12,376",1室0厅,53.33平米,东,其他,低,31,板塔结合
南稍门精装大三室 南北通透 无遮挡,翡翠明珠 ,南稍门,258,"18,270",3室2厅,141.22平米,东 南 北,其他,中,30,板塔结合
4号线，赛格电脑城旁 单位家属院 两室诚心出售,兵工雁塔中路家属院 ,李家村,53,"9,074",2室1厅,58.41平米,北 南,其他,高,5,板楼
长安路上 精装2室1厅 东南向 产权清晰 视野无..,世家星苑 ,南稍门,94,"11,191",2室1厅,84平米,西,其他,中,22,塔楼
满三满二 产证在手 一室精装婚房 看房随时,绿地乐和城 ,李家村,66.3,"11,679",1室1厅,56.77平米,东,其他,高,30,塔楼
碑林区 工商局家属楼 两室简装 诚心出售,碑林区工商局家属楼 ,南稍门,50,"8,942",2室1厅,55.92平米,南 北,其他,高,6,板楼
文艺路十字 南北通透双阳台单位双气房 随时签约,西安市工商行政管理局碑林分局家属院 ,南稍门,83,"8,472",2室1厅,97.98平米,南 北,其他,中,7,板塔结合
地铁五号线小区 户型方正 无遮挡视野好,东泰城市之光北区 ,黄雁村,136,"24,959",1室1厅,54.49平米,南,简装,中,32,塔楼
2号线5号线双地铁 标准一室一厅 太古里旁,长安壹栋 ,南稍门,63,"11,872",1室1厅,53.07平米,北,精装,3,33,塔楼
单位家属院 楼层低 视野好 交通便利 配套设施齐全,中铁一局集团太乙路东院小区 ,城东,75,"14,914",2室1厅,50.29平米,南,其他,中,4,板楼
南二环金腰带，交通便利，医疗成熟，精装自住房,天伦御城龙脉刘家庄小区 ,城东,100,"11,491",2室1厅,87.03平米,北,其他,高,32,塔楼
西北电业职工大学家属院2室 大社区 可按揭。,西北电业职工大学家属院北区 ,李家村,43,"8,407",2室0厅,51.15平米,东 西,其他,高,6,暂无数据
大学南路旁边 两室纯南 户型方正 满三满二 看房方便,中原新村 ,黄雁村,110,"14,582",2室1厅,75.44平米,南,其他,7,7,暂无数据
繁华地段李家村地铁口 朝东临街一室有证 随时过户,李家村万达广场 ,李家村,45,"10,896",1室0厅,41.3平米,东,毛坯,中,29,板塔结合
南稍门地铁口《骊马豪城》1室开间精装有证可按揭,骊马豪城 ,南稍门,65,"14,202",1室0厅,45.77平米,西,精装,高,22,板楼
体育场地铁口  两室一厅  精装修  采光好,长安壹栋 ,南稍门,108,"13,684",2室1厅,78.93平米,东北,其他,3,33,塔楼
新旅城 全明户型  中间楼层 可按揭 满三,新旅城 ,李家村,128,"15,026",2室2厅,85.19平米,东北,其他,高,32,板塔结合
科技大学地铁口旁 低楼层三居室出售 可按揭！,兵工雁塔中路家属院 ,李家村,110,"12,230",3室1厅,89.95平米,南 北,其他,中,5,板楼
双地铁口 万达广场 一室精装小户型 出售随时过户,李家村万达广场 ,李家村,42,"11,135",1室0厅,37.72平米,西,其他,高,29,板塔结合
东泰北区 精装3室 西南朝向 业主诚心出售 看房方便,东泰城市之光北区 ,黄雁村,285,"25,672",3室2厅,111.02平米,西南,精装,低,33,塔楼
此房户型方正，双气，小区环境好，住宅性质 楼龄新,景寓学府东区 ,城西,70,"14,602",1室0厅,47.94平米,北,其他,高,34,板塔结合
省建筑设计院家属院 三室南北通透 看房随时,省建筑设计院家属院 ,李家村,97,"9,690",3室2厅,100.11平米,南 北,简装,高,6,板楼
朱雀门外 护城河边 户型方正 三居室 采光好,人民检察院家属院 ,南稍门,92,"10,559",3室2厅,87.13平米,南 北,简装,高,6,板楼
地铁5号线  4号线  新旅城  建筑科技大学,新旅城 ,李家村,216,"17,192",3室2厅,125.64平米,南 北,简装,中,33,板塔结合
出售；南稍门地铁口翡翠明珠精装1室,翡翠明珠 ,南稍门,161,"18,483",2室1厅,87.11平米,南,精装,高,30,塔楼
长安壹栋，业主自住装修，看房约租客,长安壹栋 ,南稍门,72,"13,334",1室1厅,54平米,西,精装,3,33,塔楼
东泰北区 精装三室 中间楼层 采光好,东泰城市之光北区 ,黄雁村,340,"26,114",3室2厅,130.2平米,南 北,其他,中,33,塔楼
此房满三满二 南北朝向户型产证在手 产权清晰,福园阁 ,黄雁村,177,"11,001",3室2厅,160.9平米,东北,简装,中,17,板塔结合
房子南北通透，采光充足，视野宽广，,友谊小区 ,李家村,96,"9,024",3室2厅,106.39平米,南 北,简装,高,7,板楼
大南门外可观南山大两室观景房，业主诚心出售。,宏信国际花园 ,南稍门,180,"16,272",2室1厅,110.62平米,南,精装,高,33,板塔结合
李家村双地铁口 商品房小区 市政地暖 三室两卫,新旅城 ,李家村,199,"15,839",3室2厅,125.64平米,南 北,其他,低,33,板塔结合
业主自住，保持的好，产证清晰，随时交易,新旅城上东 ,李家村,135,"13,919",2室1厅,96.99平米,南,其他,中,33,塔楼
好房推荐：小雁塔太古里旁 朱雀花园小区,朱雀花园 ,黄雁村,220,"12,710",3室2厅,173.1平米,南 北,其他,中,16,板塔结合
三室两厅一厨两卫，一梯两户，精装修,骊马豪城 ,南稍门,230,"14,800",3室2厅,155.41平米,南 北,其他,低,11,板楼
体育场地铁口 长安大街3号 双气满二 成熟配套交通便利,长安大街3号 ,南稍门,83,"14,541",1室1厅,57.08平米,东,精装,高,33,板塔结合
此房南北通透 中间楼层 楼下就是菜市场 生活方便,西北建材 ,黄雁村,150,"14,968",3室2厅,100.22平米,南 北,其他,7,7,板楼
南稍门双地铁口 中贸广场临街东向双气有证出售,中贸广场 ,南稍门,110,"16,908",2室1厅,65.06平米,东 北,精装,高,27,板塔结合
双地铁，商圈成熟。经典户型， 交通便利。,中贸广场 ,南稍门,69,"14,811",1室1厅,46.59平米,西,简装,高,33,板塔结合
花园小区，绿化环境好 此房西南朝向，采光好配套完善,荣城 ,南稍门,154,"17,095",2室2厅,90.09平米,西南,精装,低,27,板塔结合
南门外，中间楼层小两室，首付低,大学东路33号院 ,南稍门,53,"9,581",2室1厅,55.32平米,南 北,简装,中,7,板楼
二环南路。迈科星苑四室房。落地窗大玻璃窗,迈科星苑 ,南稍门,230,"16,329",4室1厅,140.86平米,南 北,精装,高,12,板塔结合
体育场地铁口 长安大街三号 两室一厅 明厨明卫 实景,长安大街3号 ,南稍门,125,"15,861",2室1厅,78.81平米,东 南 北,其他,低,33,板塔结合
含光路转盘 省人民医院  一室双气 70年住宅 随时看房,柠檬公寓 ,黄雁村,48,"11,032",1室0厅,43.51平米,南,其他,高,28,塔楼
东门六号线地铁口 户型方正 看房方便 朝向好,索罗巷95号院 ,城东,36,"7,043",2室1厅,51.12平米,东,其他,高,7,暂无数据
业主诚心出售，房子装修好，户型方正,恒佳格调 ,南稍门,116,"11,154",3室2厅,104平米,南,精装,中,22,塔楼
南稍门 恒佳格调 一室一厅 纯东朝向 满三满二可按揭,恒佳格调 ,南稍门,47,"12,395",1室1厅,37.92平米,东,精装,中,22,塔楼
南稍门 小雁塔旁 紫雁朗庭 精致装修二室 好房随时可看,紫雁朗庭 ,南稍门,118,"13,343",2室1厅,88.44平米,东北,精装,中,27,塔楼
李家村 秋林十子 话剧院家属院 一层一户 南北通透,西安话剧院小区 ,李家村,70,"10,642",3室1厅,65.78平米,南 北,简装,高,6,平房
交大旁 精装三室 全明户型 带车位 高素质社区,学府首座 ,城东,260,"21,300",3室2厅,122.07平米,东南,精装,高,33,板塔结合
文艺路5号线 金色城市一室开间 拎包入住 诚心卖价可谈,金色城市 ,南稍门,63,"11,816",1室0厅,53.32平米,东,其他,高,31,板塔结合
李家村商圈 建东街 大华花园 全明户型,大华花园 ,李家村,155,"10,525",3室2厅,147.27平米,东 西 北,精装,高,22,板塔结合
东大街东厅门，二室一厅，好房出售,西号巷16号 ,城内,64.5,"8,512",2室1厅,75.78平米,西,其他,高,7,塔楼
体育场地铁口  一室大开间  产证在手  业主诚心出售,长安大街3号 ,南稍门,59,"11,934",1室0厅,49.44平米,北,其他,中,31,板塔结合
新旅城  朝南 两室  阳光房   中间楼层 证在手 可按揭,新旅城 ,李家村,155,"17,630",2室2厅,87.92平米,南,其他,高,32,板塔结合
兴庆熙园顶楼带露台 视野宽阔  诚心出售,兴庆熙园 ,城东,285,"26,791",5室2厅,106.38平米,东南,其他,高,32,板塔结合
望城国际公馆 3室2厅 东北,望城国际公馆 ,南稍门,199,"16,463",3室2厅,120.88平米,东北,精装,中,32,板楼
二环内 凯德旁，园林社区 精装修,九锦台 ,黄雁村,330,"21,924",3室2厅,150.52平米,南 北,精装,中,16,板楼
南门外地铁口一室开间诚心出售,南门国际 ,南稍门,54,"12,972",1室0厅,41.63平米,西,简装,低,25,塔楼
永乐路 兴庆路 电力高等学院家属院 5楼 3室双气可停车,西安电力高等专科学校住宅区 ,城东,76,"8,710",3室2厅,87.26平米,南 北,其他,中,7,板楼
两房钟楼旁7楼简装东西通透小两房诚心出售,大车家巷12号小区 ,城内,35,"6,780",2室1厅,51.63平米,西 东,毛坯,高,7,板楼
南稍门地铁口摩登主场 3室2厅2卫 朝南 太古里规划,摩登主场 ,南稍门,185,"18,018",3室2厅,102.68平米,东 西 北,其他,高,23,板塔结合
新旅城二环内的花园房业主诚心出售随时签约,新旅城 ,李家村,132,"14,924",2室2厅,88.45平米,南,其他,中,32,板塔结合
长乐公园地铁口 互助路 德鑫园两室南北通透  诚心出售,德鑫园小区 ,城东,75,"7,127",2室2厅,105.24平米,南 北,其他,高,7,板楼
